Código Departamento;Departamento;Código Entidad;Entidad;Dimensión;Subcategoría;Indicador;Dato Numérico;Dato Cualitativo;Año;Mes;Fuente;Unidad de Medida
5;Antioquia;5885;Yalí;Vivienda y acceso a servicios públicos;Vivienda y acceso a servicios públicos;Cobertura de acueducto (REC);69,72;;2018;9;DNP a partir de información de la Superintendencia de Servicios Públicos Domiciliarios;Porcentaje (el valor está multiplicado por 100)
5;Antioquia;5887;Yarumal;Vivienda y acceso a servicios públicos;Vivienda y acceso a servicios públicos;Cobertura de acueducto (REC);81,97;;2018;9;DNP a partir de información de la Superintendencia de Servicios Públicos Domiciliarios;Porcentaje (el valor está multiplicado por 100)
5;Antioquia;5809;Titiribí;Vivienda y acceso a servicios públicos;Vivienda y acceso a servicios públicos;Cobertura de acueducto (REC);66,32;;2018;9;DNP a partir de información de la Superintendencia de Servicios Públicos Domiciliarios;Porcentaje (el valor está multiplicado por 100)
5;Antioquia;5819;Toledo;Vivienda y acceso a servicios públicos;Vivienda y acceso a servicios públicos;Cobertura de acueducto (REC);39,73;;2018;9;DNP a partir de información de la Superintendencia de Servicios Públicos Domiciliarios;Porcentaje (el valor está multiplicado por 100)
5;Antioquia;5837;Turbo;Vivienda y acceso a servicios públicos;Vivienda y acceso a servicios públicos;Cobertura de acueducto (REC);33,47;;2018;9;DNP a partir de información de la Superintendencia de Servicios Públicos Domiciliarios;Porcentaje (el valor está multiplicado por 100)
5;Antioquia;5842;Uramita;Vivienda y acceso a servicios públicos;Vivienda y acceso a servicios públicos;Cobertura de acueducto (REC);39,11;;2018;9;DNP a partir de información de la Superintendencia de Servicios Públicos Domiciliarios;Porcentaje (el valor está multiplicado por 100)
5;Antioquia;5847;Urrao;Vivienda y acceso a servicios públicos;Vivienda y acceso a servicios públicos;Cobertura de acueducto (REC);93,94;;2018;9;DNP a partir de información de la Superintendencia de Servicios Públicos Domiciliarios;Porcentaje (el valor está multiplicado por 100)
5;Antioquia;5854;Valdivia;Vivienda y acceso a servicios públicos;Vivienda y acceso a servicios públicos;Cobertura de acueducto (REC);45,87;;2018;9;DNP a partir de información de la Superintendencia de Servicios Públicos Domiciliarios;Porcentaje (el valor está multiplicado por 100)
5;Antioquia;5856;Valparaíso;Vivienda y acceso a servicios públicos;Vivienda y acceso a servicios públicos;Cobertura de acueducto (REC);51,48;;2018;9;DNP a partir de información de la Superintendencia de Servicios Públicos Domiciliarios;Porcentaje (el valor está multiplicado por 100)
5;Antioquia;5858;Vegachí;Vivienda y acceso a servicios públicos;Vivienda y acceso a servicios públicos;Cobertura de acueducto (REC);50,4;;2018;9;DNP a partir de información de la Superintendencia de Servicios Públicos Domiciliarios;Porcentaje (el valor está multiplicado por 100)
5;Antioquia;5660;San Luis;Vivienda y acceso a servicios públicos;Vivienda y acceso a servicios públicos;Cobertura de acueducto (REC);25,49;;2018;9;DNP a partir de información de la Superintendencia de Servicios Públicos Domiciliarios;Porcentaje (el valor está multiplicado por 100)
5;Antioquia;5664;San Pedro de Los Milagros;Vivienda y acceso a servicios públicos;Vivienda y acceso a servicios públicos;Cobertura de acueducto (REC);78,05;;2018;9;DNP a partir de información de la Superintendencia de Servicios Públicos Domiciliarios;Porcentaje (el valor está multiplicado por 100)
5;Antioquia;5665;San Pedro de Urabá;Vivienda y acceso a servicios públicos;Vivienda y acceso a servicios públicos;Cobertura de acueducto (REC);25,88;;2018;9;DNP a partir de información de la Superintendencia de Servicios Públicos Domiciliarios;Porcentaje (el valor está multiplicado por 100)
5;Antioquia;5667;San Rafael;Vivienda y acceso a servicios públicos;Vivienda y acceso a servicios públicos;Cobertura de acueducto (REC);34,72;;2018;9;DNP a partir de información de la Superintendencia de Servicios Públicos Domiciliarios;Porcentaje (el valor está multiplicado por 100)
5;Antioquia;5670;San Roque;Vivienda y acceso a servicios públicos;Vivienda y acceso a servicios públicos;Cobertura de acueducto (REC);40,48;;2018;9;DNP a partir de información de la Superintendencia de Servicios Públicos Domiciliarios;Porcentaje (el valor está multiplicado por 100)
5;Antioquia;5674;San Vicente;Vivienda y acceso a servicios públicos;Vivienda y acceso a servicios públicos;Cobertura de acueducto (REC);19,77;;2018;9;DNP a partir de información de la Superintendencia de Servicios Públicos Domiciliarios;Porcentaje (el valor está multiplicado por 100)
5;Antioquia;5679;Santa Bárbara;Vivienda y acceso a servicios públicos;Vivienda y acceso a servicios públicos;Cobertura de acueducto (REC);;;2018;9;DNP a partir de información de la Superintendencia de Servicios Públicos Domiciliarios;Porcentaje (el valor está multiplicado por 100)
5;Antioquia;5686;Santa Rosa de Osos;Vivienda y acceso a servicios públicos;Vivienda y acceso a servicios públicos;Cobertura de acueducto (REC);41,22;;2018;9;DNP a partir de información de la Superintendencia de Servicios Públicos Domiciliarios;Porcentaje (el valor está multiplicado por 100)
5;Antioquia;5690;Santo Domingo;Vivienda y acceso a servicios públicos;Vivienda y acceso a servicios públicos;Cobertura de acueducto (REC);41,32;;2018;9;DNP a partir de información de la Superintendencia de Servicios Públicos Domiciliarios;Porcentaje (el valor está multiplicado por 100)
5;Antioquia;5697;El Santuario;Vivienda y acceso a servicios públicos;Vivienda y acceso a servicios públicos;Cobertura de acueducto (REC);;;2018;9;DNP a partir de información de la Superintendencia de Servicios Públicos Domiciliarios;Porcentaje (el valor está multiplicado por 100)
5;Antioquia;5736;Segovia;Vivienda y acceso a servicios públicos;Vivienda y acceso a servicios públicos;Cobertura de acueducto (REC);40,02;;2018;9;DNP a partir de información de la Superintendencia de Servicios Públicos Domiciliarios;Porcentaje (el valor está multiplicado por 100)
5;Antioquia;5756;Sonsón;Vivienda y acceso a servicios públicos;Vivienda y acceso a servicios públicos;Cobertura de acueducto (REC);55,05;;2018;9;DNP a partir de información de la Superintendencia de Servicios Públicos Domiciliarios;Porcentaje (el valor está multiplicado por 100)
5;Antioquia;5761;Sopetrán;Vivienda y acceso a servicios públicos;Vivienda y acceso a servicios públicos;Cobertura de acueducto (REC);57,06;;2018;9;DNP a partir de información de la Superintendencia de Servicios Públicos Domiciliarios;Porcentaje (el valor está multiplicado por 100)
5;Antioquia;5789;Támesis;Vivienda y acceso a servicios públicos;Vivienda y acceso a servicios públicos;Cobertura de acueducto (REC);30,7;;2018;9;DNP a partir de información de la Superintendencia de Servicios Públicos Domiciliarios;Porcentaje (el valor está multiplicado por 100)
5;Antioquia;5790;Tarazá;Vivienda y acceso a servicios públicos;Vivienda y acceso a servicios públicos;Cobertura de acueducto (REC);98,23;;2018;9;DNP a partir de información de la Superintendencia de Servicios Públicos Domiciliarios;Porcentaje (el valor está multiplicado por 100)
5;Antioquia;5792;Tarso;Vivienda y acceso a servicios públicos;Vivienda y acceso a servicios públicos;Cobertura de acueducto (REC);53,41;;2018;9;DNP a partir de información de la Superintendencia de Servicios Públicos Domiciliarios;Porcentaje (el valor está multiplicado por 100)
5;Antioquia;5000;Antioquia;Vivienda y acceso a servicios públicos;Vivienda y acceso a servicios públicos;Cobertura de acueducto (REC);81,32;;2018;12;DNP a partir de información de la Superintendencia de Servicios Públicos Domiciliarios;Porcentaje (el valor está multiplicado por 100)
5;Antioquia;5893;Yondó;Vivienda y acceso a servicios públicos;Vivienda y acceso a servicios públicos;Cobertura de alcantarillado (Censo);59,06;;2018;12;DANE;Porcentaje (el valor está multiplicado por 100)
5;Antioquia;5890;Yolombó;Vivienda y acceso a servicios públicos;Vivienda y acceso a servicios públicos;Cobertura de alcantarillado (Censo);31,96;;2018;12;DANE;Porcentaje (el valor está multiplicado por 100)
5;Antioquia;5887;Yarumal;Vivienda y acceso a servicios públicos;Vivienda y acceso a servicios públicos;Cobertura de alcantarillado (Censo);76,89;;2018;12;DANE;Porcentaje (el valor está multiplicado por 100)
5;Antioquia;5885;Yalí;Vivienda y acceso a servicios públicos;Vivienda y acceso a servicios públicos;Cobertura de alcantarillado (Censo);49,73;;2018;12;DANE;Porcentaje (el valor está multiplicado por 100)
5;Antioquia;5873;Vigía del Fuerte;Vivienda y acceso a servicios públicos;Vivienda y acceso a servicios públicos;Cobertura de alcantarillado (Censo);1,65;;2018;12;DANE;Porcentaje (el valor está multiplicado por 100)
5;Antioquia;5861;Venecia;Vivienda y acceso a servicios públicos;Vivienda y acceso a servicios públicos;Cobertura de alcantarillado (Censo);81;;2018;12;DANE;Porcentaje (el valor está multiplicado por 100)
5;Antioquia;5858;Vegachí;Vivienda y acceso a servicios públicos;Vivienda y acceso a servicios públicos;Cobertura de alcantarillado (Censo);70,74;;2018;12;DANE;Porcentaje (el valor está multiplicado por 100)
5;Antioquia;5856;Valparaíso;Vivienda y acceso a servicios públicos;Vivienda y acceso a servicios públicos;Cobertura de alcantarillado (Censo);72,74;;2018;12;DANE;Porcentaje (el valor está multiplicado por 100)
5;Antioquia;5854;Valdivia;Vivienda y acceso a servicios públicos;Vivienda y acceso a servicios públicos;Cobertura de alcantarillado (Censo);29,49;;2018;12;DANE;Porcentaje (el valor está multiplicado por 100)
5;Antioquia;5847;Urrao;Vivienda y acceso a servicios públicos;Vivienda y acceso a servicios públicos;Cobertura de alcantarillado (Censo);56,38;;2018;12;DANE;Porcentaje (el valor está multiplicado por 100)
5;Antioquia;5842;Uramita;Vivienda y acceso a servicios públicos;Vivienda y acceso a servicios públicos;Cobertura de alcantarillado (Censo);12,41;;2018;12;DANE;Porcentaje (el valor está multiplicado por 100)
5;Antioquia;5837;Turbo;Vivienda y acceso a servicios públicos;Vivienda y acceso a servicios públicos;Cobertura de alcantarillado (Censo);32,42;;2018;12;DANE;Porcentaje (el valor está multiplicado por 100)
5;Antioquia;5819;Toledo;Vivienda y acceso a servicios públicos;Vivienda y acceso a servicios públicos;Cobertura de alcantarillado (Censo);41,84;;2018;12;DANE;Porcentaje (el valor está multiplicado por 100)
5;Antioquia;5809;Titiribí;Vivienda y acceso a servicios públicos;Vivienda y acceso a servicios públicos;Cobertura de alcantarillado (Censo);83,98;;2018;12;DANE;Porcentaje (el valor está multiplicado por 100)
5;Antioquia;5792;Tarso;Vivienda y acceso a servicios públicos;Vivienda y acceso a servicios públicos;Cobertura de alcantarillado (Censo);61,1;;2018;12;DANE;Porcentaje (el valor está multiplicado por 100)
5;Antioquia;5790;Tarazá;Vivienda y acceso a servicios públicos;Vivienda y acceso a servicios públicos;Cobertura de alcantarillado (Censo);65,34;;2018;12;DANE;Porcentaje (el valor está multiplicado por 100)
5;Antioquia;5789;Támesis;Vivienda y acceso a servicios públicos;Vivienda y acceso a servicios públicos;Cobertura de alcantarillado (Censo);60,6;;2018;12;DANE;Porcentaje (el valor está multiplicado por 100)
5;Antioquia;5761;Sopetrán;Vivienda y acceso a servicios públicos;Vivienda y acceso a servicios públicos;Cobertura de alcantarillado (Censo);45,88;;2018;12;DANE;Porcentaje (el valor está multiplicado por 100)
5;Antioquia;5756;Sonsón;Vivienda y acceso a servicios públicos;Vivienda y acceso a servicios públicos;Cobertura de alcantarillado (Censo);60,21;;2018;12;DANE;Porcentaje (el valor está multiplicado por 100)
5;Antioquia;5736;Segovia;Vivienda y acceso a servicios públicos;Vivienda y acceso a servicios públicos;Cobertura de alcantarillado (Censo);54,55;;2018;12;DANE;Porcentaje (el valor está multiplicado por 100)
5;Antioquia;5895;Zaragoza;Vivienda y acceso a servicios públicos;Vivienda y acceso a servicios públicos;Cobertura de alcantarillado (Censo);38,13;;2018;12;DANE;Porcentaje (el valor está multiplicado por 100)
5;Antioquia;5697;El Santuario;Vivienda y acceso a servicios públicos;Vivienda y acceso a servicios públicos;Cobertura de alcantarillado (Censo);78,7;;2018;12;DANE;Porcentaje (el valor está multiplicado por 100)
5;Antioquia;5690;Santo Domingo;Vivienda y acceso a servicios públicos;Vivienda y acceso a servicios públicos;Cobertura de alcantarillado (Censo);40,95;;2018;12;DANE;Porcentaje (el valor está multiplicado por 100)
5;Antioquia;5686;Santa Rosa de Osos;Vivienda y acceso a servicios públicos;Vivienda y acceso a servicios públicos;Cobertura de alcantarillado (Censo);57,69;;2018;12;DANE;Porcentaje (el valor está multiplicado por 100)
5;Antioquia;5679;Santa Bárbara;Vivienda y acceso a servicios públicos;Vivienda y acceso a servicios públicos;Cobertura de alcantarillado (Censo);68,28;;2018;12;DANE;Porcentaje (el valor está multiplicado por 100)
5;Antioquia;5674;San Vicente;Vivienda y acceso a servicios públicos;Vivienda y acceso a servicios públicos;Cobertura de alcantarillado (Censo);30,44;;2018;12;DANE;Porcentaje (el valor está multiplicado por 100)
5;Antioquia;5670;San Roque;Vivienda y acceso a servicios públicos;Vivienda y acceso a servicios públicos;Cobertura de alcantarillado (Censo);53,72;;2018;12;DANE;Porcentaje (el valor está multiplicado por 100)
5;Antioquia;5667;San Rafael;Vivienda y acceso a servicios públicos;Vivienda y acceso a servicios públicos;Cobertura de alcantarillado (Censo);54,23;;2018;12;DANE;Porcentaje (el valor está multiplicado por 100)
5;Antioquia;5665;San Pedro de Urabá;Vivienda y acceso a servicios públicos;Vivienda y acceso a servicios públicos;Cobertura de alcantarillado (Censo);37,48;;2018;12;DANE;Porcentaje (el valor está multiplicado por 100)
5;Antioquia;5664;San Pedro de Los Milagros;Vivienda y acceso a servicios públicos;Vivienda y acceso a servicios públicos;Cobertura de alcantarillado (Censo);68,57;;2018;12;DANE;Porcentaje (el valor está multiplicado por 100)
5;Antioquia;5660;San Luis;Vivienda y acceso a servicios públicos;Vivienda y acceso a servicios públicos;Cobertura de alcantarillado (Censo);61,63;;2018;12;DANE;Porcentaje (el valor está multiplicado por 100)
5;Antioquia;5659;San Juan de Urabá;Vivienda y acceso a servicios públicos;Vivienda y acceso a servicios públicos;Cobertura de alcantarillado (Censo);30,23;;2018;12;DANE;Porcentaje (el valor está multiplicado por 100)
5;Antioquia;5658;San José de La Montaña;Vivienda y acceso a servicios públicos;Vivienda y acceso a servicios públicos;Cobertura de alcantarillado (Censo);67,24;;2018;12;DANE;Porcentaje (el valor está multiplicado por 100)
5;Antioquia;5656;San Jerónimo;Vivienda y acceso a servicios públicos;Vivienda y acceso a servicios públicos;Cobertura de alcantarillado (Censo);47,74;;2018;12;DANE;Porcentaje (el valor está multiplicado por 100)
5;Antioquia;5652;San Francisco;Vivienda y acceso a servicios públicos;Vivienda y acceso a servicios públicos;Cobertura de alcantarillado (Censo);52,58;;2018;12;DANE;Porcentaje (el valor está multiplicado por 100)
5;Antioquia;5649;San Carlos;Vivienda y acceso a servicios públicos;Vivienda y acceso a servicios públicos;Cobertura de alcantarillado (Censo);67,94;;2018;12;DANE;Porcentaje (el valor está multiplicado por 100)
5;Antioquia;5647;San Andrés de Cuerquía;Vivienda y acceso a servicios públicos;Vivienda y acceso a servicios públicos;Cobertura de alcantarillado (Censo);44,78;;2018;12;DANE;Porcentaje (el valor está multiplicado por 100)
5;Antioquia;5642;Salgar;Vivienda y acceso a servicios públicos;Vivienda y acceso a servicios públicos;Cobertura de alcantarillado (Censo);48,12;;2018;12;DANE;Porcentaje (el valor está multiplicado por 100)
5;Antioquia;5631;Sabaneta;Vivienda y acceso a servicios públicos;Vivienda y acceso a servicios públicos;Cobertura de alcantarillado (Censo);99,58;;2018;12;DANE;Porcentaje (el valor está multiplicado por 100)
5;Antioquia;5628;Sabanalarga;Vivienda y acceso a servicios públicos;Vivienda y acceso a servicios públicos;Cobertura de alcantarillado (Censo);45,45;;2018;12;DANE;Porcentaje (el valor está multiplicado por 100)
5;Antioquia;5615;Rionegro;Vivienda y acceso a servicios públicos;Vivienda y acceso a servicios públicos;Cobertura de alcantarillado (Censo);74,19;;2018;12;DANE;Porcentaje (el valor está multiplicado por 100)
5;Antioquia;5607;Retiro;Vivienda y acceso a servicios públicos;Vivienda y acceso a servicios públicos;Cobertura de alcantarillado (Censo);73,18;;2018;12;DANE;Porcentaje (el valor está multiplicado por 100)
5;Antioquia;5604;Remedios;Vivienda y acceso a servicios públicos;Vivienda y acceso a servicios públicos;Cobertura de alcantarillado (Censo);47,62;;2018;12;DANE;Porcentaje (el valor está multiplicado por 100)
5;Antioquia;5591;Puerto Triunfo;Vivienda y acceso a servicios públicos;Vivienda y acceso a servicios públicos;Cobertura de alcantarillado (Censo);86,92;;2018;12;DANE;Porcentaje (el valor está multiplicado por 100)
5;Antioquia;5585;Puerto Nare;Vivienda y acceso a servicios públicos;Vivienda y acceso a servicios públicos;Cobertura de alcantarillado (Censo);77,59;;2018;12;DANE;Porcentaje (el valor está multiplicado por 100)
5;Antioquia;5579;Puerto Berrío;Vivienda y acceso a servicios públicos;Vivienda y acceso a servicios públicos;Cobertura de alcantarillado (Censo);74,57;;2018;12;DANE;Porcentaje (el valor está multiplicado por 100)
5;Antioquia;5576;Pueblorrico;Vivienda y acceso a servicios públicos;Vivienda y acceso a servicios públicos;Cobertura de alcantarillado (Censo);53,38;;2018;12;DANE;Porcentaje (el valor está multiplicado por 100)
5;Antioquia;5543;Peque;Vivienda y acceso a servicios públicos;Vivienda y acceso a servicios públicos;Cobertura de alcantarillado (Censo);42,76;;2018;12;DANE;Porcentaje (el valor está multiplicado por 100)
5;Antioquia;5541;Peñol;Vivienda y acceso a servicios públicos;Vivienda y acceso a servicios públicos;Cobertura de alcantarillado (Censo);62,05;;2018;12;DANE;Porcentaje (el valor está multiplicado por 100)
5;Antioquia;5501;Olaya;Vivienda y acceso a servicios públicos;Vivienda y acceso a servicios públicos;Cobertura de alcantarillado (Censo);45,37;;2018;12;DANE;Porcentaje (el valor está multiplicado por 100)
5;Antioquia;5495;Nechí;Vivienda y acceso a servicios públicos;Vivienda y acceso a servicios públicos;Cobertura de alcantarillado (Censo);5,38;;2018;12;DANE;Porcentaje (el valor está multiplicado por 100)
5;Antioquia;5490;Necoclí;Vivienda y acceso a servicios públicos;Vivienda y acceso a servicios públicos;Cobertura de alcantarillado (Censo);25,19;;2018;12;DANE;Porcentaje (el valor está multiplicado por 100)
5;Antioquia;5483;Nariño;Vivienda y acceso a servicios públicos;Vivienda y acceso a servicios públicos;Cobertura de alcantarillado (Censo);43,68;;2018;12;DANE;Porcentaje (el valor está multiplicado por 100)
5;Antioquia;5480;Mutatá;Vivienda y acceso a servicios públicos;Vivienda y acceso a servicios públicos;Cobertura de alcantarillado (Censo);40,76;;2018;12;DANE;Porcentaje (el valor está multiplicado por 100)
5;Antioquia;5475;Murindó;Vivienda y acceso a servicios públicos;Vivienda y acceso a servicios públicos;Cobertura de alcantarillado (Censo);2,66;;2018;12;DANE;Porcentaje (el valor está multiplicado por 100)
5;Antioquia;5467;Montebello;Vivienda y acceso a servicios públicos;Vivienda y acceso a servicios públicos;Cobertura de alcantarillado (Censo);34,77;;2018;12;DANE;Porcentaje (el valor está multiplicado por 100)
5;Antioquia;5440;Marinilla;Vivienda y acceso a servicios públicos;Vivienda y acceso a servicios públicos;Cobertura de alcantarillado (Censo);74,88;;2018;12;DANE;Porcentaje (el valor está multiplicado por 100)
5;Antioquia;5425;Maceo;Vivienda y acceso a servicios públicos;Vivienda y acceso a servicios públicos;Cobertura de alcantarillado (Censo);51,08;;2018;12;DANE;Porcentaje (el valor está multiplicado por 100)
5;Antioquia;5411;Liborina;Vivienda y acceso a servicios públicos;Vivienda y acceso a servicios públicos;Cobertura de alcantarillado (Censo);53,03;;2018;12;DANE;Porcentaje (el valor está multiplicado por 100)
5;Antioquia;5400;La Unión;Vivienda y acceso a servicios públicos;Vivienda y acceso a servicios públicos;Cobertura de alcantarillado (Censo);67,37;;2018;12;DANE;Porcentaje (el valor está multiplicado por 100)
5;Antioquia;5390;La Pintada;Vivienda y acceso a servicios públicos;Vivienda y acceso a servicios públicos;Cobertura de alcantarillado (Censo);71,01;;2018;12;DANE;Porcentaje (el valor está multiplicado por 100)
5;Antioquia;5380;La Estrella;Vivienda y acceso a servicios públicos;Vivienda y acceso a servicios públicos;Cobertura de alcantarillado (Censo);93,72;;2018;12;DANE;Porcentaje (el valor está multiplicado por 100)
5;Antioquia;5376;La Ceja;Vivienda y acceso a servicios públicos;Vivienda y acceso a servicios públicos;Cobertura de alcantarillado (Censo);90,79;;2018;12;DANE;Porcentaje (el valor está multiplicado por 100)
5;Antioquia;5368;Jericó;Vivienda y acceso a servicios públicos;Vivienda y acceso a servicios públicos;Cobertura de alcantarillado (Censo);69,37;;2018;12;DANE;Porcentaje (el valor está multiplicado por 100)
5;Antioquia;5364;Jardín;Vivienda y acceso a servicios públicos;Vivienda y acceso a servicios públicos;Cobertura de alcantarillado (Censo);58,29;;2018;12;DANE;Porcentaje (el valor está multiplicado por 100)
5;Antioquia;5361;Ituango;Vivienda y acceso a servicios públicos;Vivienda y acceso a servicios públicos;Cobertura de alcantarillado (Censo);46,7;;2018;12;DANE;Porcentaje (el valor está multiplicado por 100)
5;Antioquia;5360;Itagüí;Vivienda y acceso a servicios públicos;Vivienda y acceso a servicios públicos;Cobertura de alcantarillado (Censo);99,01;;2018;12;DANE;Porcentaje (el valor está multiplicado por 100)
5;Antioquia;5353;Hispania;Vivienda y acceso a servicios públicos;Vivienda y acceso a servicios públicos;Cobertura de alcantarillado (Censo);70,3;;2018;12;DANE;Porcentaje (el valor está multiplicado por 100)
5;Antioquia;5347;Heliconia;Vivienda y acceso a servicios públicos;Vivienda y acceso a servicios públicos;Cobertura de alcantarillado (Censo);68,15;;2018;12;DANE;Porcentaje (el valor está multiplicado por 100)
5;Antioquia;5321;Guatapé;Vivienda y acceso a servicios públicos;Vivienda y acceso a servicios públicos;Cobertura de alcantarillado (Censo);80;;2018;12;DANE;Porcentaje (el valor está multiplicado por 100)
5;Antioquia;5318;Guarne;Vivienda y acceso a servicios públicos;Vivienda y acceso a servicios públicos;Cobertura de alcantarillado (Censo);46,87;;2018;12;DANE;Porcentaje (el valor está multiplicado por 100)
5;Antioquia;5315;Guadalupe;Vivienda y acceso a servicios públicos;Vivienda y acceso a servicios públicos;Cobertura de alcantarillado (Censo);43,52;;2018;12;DANE;Porcentaje (el valor está multiplicado por 100)
5;Antioquia;5313;Granada;Vivienda y acceso a servicios públicos;Vivienda y acceso a servicios públicos;Cobertura de alcantarillado (Censo);63,4;;2018;12;DANE;Porcentaje (el valor está multiplicado por 100)
5;Antioquia;5310;Gómez Plata;Vivienda y acceso a servicios públicos;Vivienda y acceso a servicios públicos;Cobertura de alcantarillado (Censo);63,98;;2018;12;DANE;Porcentaje (el valor está multiplicado por 100)
5;Antioquia;5308;Girardota;Vivienda y acceso a servicios públicos;Vivienda y acceso a servicios públicos;Cobertura de alcantarillado (Censo);70,84;;2018;12;DANE;Porcentaje (el valor está multiplicado por 100)
5;Antioquia;5306;Giraldo;Vivienda y acceso a servicios públicos;Vivienda y acceso a servicios públicos;Cobertura de alcantarillado (Censo);48,23;;2018;12;DANE;Porcentaje (el valor está multiplicado por 100)
5;Antioquia;5284;Frontino;Vivienda y acceso a servicios públicos;Vivienda y acceso a servicios públicos;Cobertura de alcantarillado (Censo);51,89;;2018;12;DANE;Porcentaje (el valor está multiplicado por 100)
5;Antioquia;5282;Fredonia;Vivienda y acceso a servicios públicos;Vivienda y acceso a servicios públicos;Cobertura de alcantarillado (Censo);55,81;;2018;12;DANE;Porcentaje (el valor está multiplicado por 100)
5;Antioquia;5266;Envigado;Vivienda y acceso a servicios públicos;Vivienda y acceso a servicios públicos;Cobertura de alcantarillado (Censo);97,34;;2018;12;DANE;Porcentaje (el valor está multiplicado por 100)
5;Antioquia;5264;Entrerrios;Vivienda y acceso a servicios públicos;Vivienda y acceso a servicios públicos;Cobertura de alcantarillado (Censo);62,65;;2018;12;DANE;Porcentaje (el valor está multiplicado por 100)
5;Antioquia;5250;El Bagre;Vivienda y acceso a servicios públicos;Vivienda y acceso a servicios públicos;Cobertura de alcantarillado (Censo);48,52;;2018;12;DANE;Porcentaje (el valor está multiplicado por 100)
5;Antioquia;5240;Ebéjico;Vivienda y acceso a servicios públicos;Vivienda y acceso a servicios públicos;Cobertura de alcantarillado (Censo);51,12;;2018;12;DANE;Porcentaje (el valor está multiplicado por 100)
5;Antioquia;5237;Don Matías;Vivienda y acceso a servicios públicos;Vivienda y acceso a servicios públicos;Cobertura de alcantarillado (Censo);81,24;;2018;12;DANE;Porcentaje (el valor está multiplicado por 100)
5;Antioquia;5234;Dabeiba;Vivienda y acceso a servicios públicos;Vivienda y acceso a servicios públicos;Cobertura de alcantarillado (Censo);44,98;;2018;12;DANE;Porcentaje (el valor está multiplicado por 100)
5;Antioquia;5212;Copacabana;Vivienda y acceso a servicios públicos;Vivienda y acceso a servicios públicos;Cobertura de alcantarillado (Censo);83,45;;2018;12;DANE;Porcentaje (el valor está multiplicado por 100)
5;Antioquia;5209;Concordia;Vivienda y acceso a servicios públicos;Vivienda y acceso a servicios públicos;Cobertura de alcantarillado (Censo);53,79;;2018;12;DANE;Porcentaje (el valor está multiplicado por 100)
5;Antioquia;5206;Concepción;Vivienda y acceso a servicios públicos;Vivienda y acceso a servicios públicos;Cobertura de alcantarillado (Censo);46,92;;2018;12;DANE;Porcentaje (el valor está multiplicado por 100)
5;Antioquia;5197;Cocorná;Vivienda y acceso a servicios públicos;Vivienda y acceso a servicios públicos;Cobertura de alcantarillado (Censo);44,16;;2018;12;DANE;Porcentaje (el valor está multiplicado por 100)
5;Antioquia;5190;Cisneros;Vivienda y acceso a servicios públicos;Vivienda y acceso a servicios públicos;Cobertura de alcantarillado (Censo);64,73;;2018;12;DANE;Porcentaje (el valor está multiplicado por 100)
5;Antioquia;5172;Chigorodó;Vivienda y acceso a servicios públicos;Vivienda y acceso a servicios públicos;Cobertura de alcantarillado (Censo);83,65;;2018;12;DANE;Porcentaje (el valor está multiplicado por 100)
5;Antioquia;5154;Caucasia;Vivienda y acceso a servicios públicos;Vivienda y acceso a servicios públicos;Cobertura de alcantarillado (Censo);81,36;;2018;12;DANE;Porcentaje (el valor está multiplicado por 100)
5;Antioquia;5150;Carolina;Vivienda y acceso a servicios públicos;Vivienda y acceso a servicios públicos;Cobertura de alcantarillado (Censo);82,91;;2018;12;DANE;Porcentaje (el valor está multiplicado por 100)
5;Antioquia;5148;El Carmen de Viboral;Vivienda y acceso a servicios públicos;Vivienda y acceso a servicios públicos;Cobertura de alcantarillado (Censo);66,85;;2018;12;DANE;Porcentaje (el valor está multiplicado por 100)
5;Antioquia;5147;Carepa;Vivienda y acceso a servicios públicos;Vivienda y acceso a servicios públicos;Cobertura de alcantarillado (Censo);81,12;;2018;12;DANE;Porcentaje (el valor está multiplicado por 100)
5;Antioquia;5145;Caramanta;Vivienda y acceso a servicios públicos;Vivienda y acceso a servicios públicos;Cobertura de alcantarillado (Censo);70,58;;2018;12;DANE;Porcentaje (el valor está multiplicado por 100)
5;Antioquia;5142;Caracolí;Vivienda y acceso a servicios públicos;Vivienda y acceso a servicios públicos;Cobertura de alcantarillado (Censo);40,59;;2018;12;DANE;Porcentaje (el valor está multiplicado por 100)
5;Antioquia;5138;Cañasgordas;Vivienda y acceso a servicios públicos;Vivienda y acceso a servicios públicos;Cobertura de alcantarillado (Censo);40,06;;2018;12;DANE;Porcentaje (el valor está multiplicado por 100)
5;Antioquia;5134;Campamento;Vivienda y acceso a servicios públicos;Vivienda y acceso a servicios públicos;Cobertura de alcantarillado (Censo);34,8;;2018;12;DANE;Porcentaje (el valor está multiplicado por 100)
5;Antioquia;5129;Caldas;Vivienda y acceso a servicios públicos;Vivienda y acceso a servicios públicos;Cobertura de alcantarillado (Censo);88,44;;2018;12;DANE;Porcentaje (el valor está multiplicado por 100)
5;Antioquia;5125;Caicedo;Vivienda y acceso a servicios públicos;Vivienda y acceso a servicios públicos;Cobertura de alcantarillado (Censo);24,47;;2018;12;DANE;Porcentaje (el valor está multiplicado por 100)
